X,Y,OBJECTID,primary_key,occ_dt,obfAddress,x_rand,y_rand,disclaimer,place_name,                                             ,locationTranslation
-111.9314713513,33.3834967137,91220,TE201633931         ,2016-03-21T21:06:00.000Z,4XX E CARSON DR    ,695481,867061,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9096627933,33.4190645588,91223,TE201634123         ,2016-03-21T17:00:00.000Z,1XXX E 8TH ST     ,702137,880002,Point has not been altered,FOXFIRE APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8994266655,33.4060498662,91227,TE201634137         ,2016-03-22T11:36:00.000Z,2XXX E BROADWAY RD     ,705261,875267,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9048282449,33.3732042027,91229,TE1998121801        ,1998-08-22T02:00:00.000Z,5XXX S HAZELTON LN     ,703614,863316,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.948720052,33.428243016,91230,TE2003177711        ,2003-10-16T21:00:00.000Z,6XX W 1ST ST    ,690221,883343,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in AMBER GARDEN APTS                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9505490131,33.4281435876,91231,TE200665823         ,2006-04-20T21:10:00.000Z,8XX W 2ND ST    ,689663,883307,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9094442052,33.3673641589,91238,TE201634195         ,2016-03-22T12:08:00.000Z,1XXX E JULIE DR     ,702205,861191,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9222909047,33.3707365569,91242,TE201634274         ,2016-03-22T18:04:00.000Z,5XXX S STANLEY PL     ,698283,862418,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9580674832,33.4265802164,91246,TE201634337         ,2016-03-22T13:45:00.000Z,1XXX W 4TH ST     ,687369,882739,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9504995575,33.4273987855,91250,TE201634415         ,2016-03-23T05:28:00.000Z,8XX W 3RD ST    ,689678,883036,Point has not been altered,in HIDDEN GLEN APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9088841042,33.4040417342,91261,TE201634457         ,2016-03-21T00:00:00.000Z,2XXX S MCCLINTOCK DR     ,702375,874536,Point has not been altered,MCCLINTOCK TOWNHOMES                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.974493673,33.3893712309,91263,TE201634223         ,2016-03-22T15:43:00.000Z,2XXX W SOUTHERN AVE     ,682350,869203,Point has not been altered,CONTEMPO TEMPE TP                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9608877403,33.4229211251,91272,TE201634596         ,2016-03-19T13:00:00.000Z,7XX S PRIEST DR    ,686508,881408,Point has not been altered,in SIERRA PARK APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9194284479,33.3844787506,91275,TE201634265         ,2016-03-18T17:30:00.000Z,4XXX S STANLEY PL     ,699157,867418,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9188381157,33.3592070223,91276,TE201634584         ,2016-03-11T07:00:00.000Z,6XXX S DORSEY LN     ,699337,858223,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9597914973,33.3733841692,91277,TE201634662         ,2016-03-23T18:53:00.000Z,1XXX W AUBURN DR     ,686835,863384,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9176399542,33.4092089787,91288,TE201634498         ,2016-03-23T10:56:00.000Z,1XXX S DORSEY LN     ,699703,876416,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231971393,33.3996828302,91297,TE201631694         ,2016-03-01T00:01:00.000Z,2XXX S RITA LN     ,698007,872950,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9088711614,33.4021975515,91299,TE201632432         ,2016-03-18T08:46:00.000Z,2XXX S MCCLINTOCK DR     ,702379,873865,Point has not been altered,in PLEASANT VIEW APARTMENTS             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.920036474,33.3498595863,91310,TE201629155         ,2016-03-10T13:57:00.000Z,1XXX E BRENTRUP DR     ,698971,854822,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9321377393,33.4465065148,91313,TE201634039         ,2016-03-21T22:00:00.000Z,4XX E BARBARA DR    ,695281,889987,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9331475767,33.3427208572,91315,TE201634148         ,2016-03-21T13:30:00.000Z,8XXX S COLLEGE AVE     ,694967,852225,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.93876189,33.4142201044,91316,TE201634152         ,2016-02-18T12:20:00.000Z,1X E 13TH ST   ,693258,878240,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9220500087,33.4481866284,91321,TE201634323         ,2016-03-22T20:51:00.000Z,1XXX N BRIDAL WREATH ST     ,698358,890598,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9040124087,33.4196907465,91328,TE201634729         ,2016-03-23T22:42:00.000Z,1XXX E HAYDEN LN     ,703861,880230,Point has not been altered,EVERGREEN ON HAYDEN LANE APARTMENTS     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9082518175,33.4024970876,91331,TE201634813         ,2016-03-23T21:00:00.000Z,2XXX S MCCLINTOCK DR     ,702568,873974,Point has not been altered,in PLEASANT VIEW APARTMENTS             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9475004797,33.3533270722,91343,TE201633030         ,2016-03-19T15:17:00.000Z,7XXX S KYRENE RD     ,690585,856085,Point has not been altered,in ELLIOTS CROSSING APARTMENTS          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9542438112,33.3537347308,91346,TE201633458         ,2016-03-20T15:30:00.000Z,9XX W GROVE PKWY    ,688526,856234,Point has not been altered,909WEST APARTMENTS                      ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9242716136,33.4340130585,91349,TE201634067         ,2016-03-01T12:00:00.000Z,1XXX E PLAYA DEL NORTE DR     ,697680,885441,Point has not been altered,in TEN01 ON THE LAKE APARTMENTS         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9578677863,33.4201572748,91358,TE201634829         ,2016-03-23T19:45:00.000Z,1XXX W LAIRD ST     ,687429,880402,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9264920971,33.3871773367,91361,TE201632568         ,2016-03-18T14:54:00.000Z,3XXX S RURAL RD     ,697001,868400,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.963828884,33.4250610441,91366,TE201633791         ,2016-03-18T16:00:00.000Z,1XXX W 5TH PL     ,685611,882187,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9294538543,33.4098239664,91367,TE201634547         ,2016-03-23T07:00:00.000Z,5XX E ENCANTO DR    ,696098,876640,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9040223096,33.4192180225,91370,TE201635113         ,2016-03-24T20:14:00.000Z,1XXX E HAYDEN LN     ,703858,880058,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8986463903,33.3919311738,91375,TE201635153         ,2016-03-24T22:44:00.000Z,2XXX E MALIBU DR     ,705500,870130,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.938194176,33.3978946683,91376,TE201635192         ,2016-03-25T00:36:00.000Z,3X E DEL RIO DR   ,693430,872300,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9470909048,33.4279795802,91379,TE201635143         ,2016-03-24T22:06:00.000Z,2XX S ROOSEVELT ST    ,690718,883247,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9414032607,33.4254495707,91392,TE201633097         ,2016-02-13T19:00:00.000Z,1XX W 5TH ST    ,692453,882326,Point has not been altered,in HANOVER MILL AVENUE                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9555349899,33.3777143365,91394,TE201634345         ,2016-03-19T14:00:00.000Z,1XXX W BASELINE RD     ,688135,864959,Point has not been altered,VILLAGIO APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
